Kraft2-P100,Kraft2-WK1-P29,Kraft2-WK2-P19,Kraft2-WK3-P4,Kraft2-WK14-P3,Kraft2-WK15-P17,Kraft2-WK16-P28
13775.715,3994.9573499999997,2617.38585,551.0286,413.27145,2341.8715500000003,3857.2002
19791.187,5739.44423,3760.3255300000005,791.6474800000001,593.7356100000001,3364.5017900000007,5541.532360000001
12176.051,3531.0547899999997,2313.44969,487.04204,365.28153,2069.9286700000002,3409.29428
15303.262,4437.9459799999995,2907.61978,612.13048,459.09786,2601.55454,4284.9133600000005
13669.923,3964.27767,2597.28537,546.79692,410.09769,2323.88691,3827.5784400000007
25145.707,7292.255029999999,4777.68433,1005.82828,754.3712099999999,4274.77019,7040.79796
3342.134,969.21886,635.00546,133.68536,100.26402,568.16278,935.7975200000001
20697.958,6002.407819999999,3932.61202,827.91832,620.9387399999999,3518.65286,5795.42824
4152.998,1204.3694199999998,789.06962,166.11991999999998,124.58993999999998,706.0096599999999,1162.83944
8044.596,2332.9328399999995,1528.47324,321.78384,241.33787999999998,1367.58132,2252.48688
10671.888,3094.84752,2027.6587200000001,426.87552000000005,320.15664000000004,1814.2209600000003,2988.1286400000004
2211.086,641.2149399999998,420.10634,88.44344,66.33258,375.88462,619.10408
8324.007,2413.9620299999997,1581.56133,332.96028,249.72020999999998,1415.08119,2330.7219600000003
4565.285,1323.93265,867.40415,182.6114,136.95855,776.0984500000001,1278.2798
20018.386,5805.331939999999,3803.49334,800.7354399999999,600.55158,3403.12562,5605.14808
