Time,MT1,MT2,MQF,FROX,FROY,FROZ,MROX,MROY,MROZ
283179.5039999975,187.5,190.0,10.0,300.0,-978.571428571429,25500.0,4833.33333333333,-4500.0,-5928.57142857143
283479.50399999745,515.0,515.0,181.25,1411.11111111111,-1211.11111111111,28500.0,3750.0,-12000.0,8000.0
284475.83999999735,187.5,192.5,5.0,-400.0,350.0,18000.0,4392.85714285714,-4500.0,-5500.0
286762.8479999975,515.0,515.0,163.333333333333,1400.0,-1356.25,28500.0,2000.0,-11500.0,7500.0
287062.8479999975,190.0,195.0,17.2727272727273,-400.0,350.0,18000.0,4750.0,-4625.0,-6000.0
287362.84799999744,515.0,515.0,163.333333333333,390.0,-680.0,27500.0,3000.0,-12500.0,6500.0
287662.84799999744,190.0,195.0,10.0,500.0,-1085.71428571429,26000.0,5750.0,-4500.0,-500.0
287962.84799999744,515.0,515.0,142.5,500.0,-1150.0,28000.0,-3700.0,-12100.0,-1500.0
288262.8479999974,192.5,195.0,12.1428571428571,500.0,-1250.0,26500.0,4642.85714285714,-5000.0,-4500.0
288986.15999999736,192.5,195.0,15.0,442.857142857143,-1000.0,26500.0,4750.0,-5000.0,-1500.0
290699.75999999745,515.0,515.0,140.0,800.0,-1500.0,29500.0,-3607.14285714286,-12500.0,0.0
290999.7599999974,195.0,197.5,15.0,-400.0,350.0,18500.0,4500.0,-5000.0,-5500.0
